country_txt,region,eventid,attacktype1_txt,target1,nwound,nkill,killHurtRatio
United States,california,197311250004,Armed Assault,"Jordanian Arab immigrant, Saleem Erakat, who was perceived to be white",0,1,Inf
United States,alabama,197311260004,Assassination,Reverend Edward Pace,0,1,Inf
United States,newyork,197312030003,Bombing/Explosion,U.S. Latin America Justice Committee,3,0,0
United States,california,197312110002,Armed Assault,"white man, Paul Dancik",0,1,Inf
United States,california,197312130001,Armed Assault,"white woman, Marietta DiGirolamo",0,1,Inf
United States,california,197312130002,Armed Assault,"white man, Arthur Agnos",1,0,0
United States,california,197312200003,Armed Assault,"white woman, Theresa DeMartini",1,0,0
United States,california,197312200004,Armed Assault,"white man, Ilario Bertuccio",0,1,Inf
United States,california,197312220002,Armed Assault,"white man, Neal Moynihan",0,1,Inf
United States,california,197312220003,Armed Assault,"white woman, Mildred Hosler",0,1,Inf
United States,california,197312230001,Hostage Taking (Kidnapping),unidentified white man,0,1,Inf
United States,florida,197312300001,Bombing/Explosion,Freighter Mereghan II (573 tons),0,0,NA
United States,california,197401280001,Armed Assault,"white man, John Bambic",0,1,Inf
United States,california,197401280002,Armed Assault,"white woman, Jane Holly",0,1,Inf
United States,california,197401280003,Armed Assault,"white man, Vincent Wollin",0,1,Inf
United States,california,197401280004,Armed Assault,"white woman, Roxanne McMillian",1,0,0
United States,california,197401280005,Armed Assault,"white woman, Tana Smith",0,1,Inf
United States,maryland,197402030002,Bombing/Explosion,police vehicle,0,0,NA
United States,newyork,197402040003,Assassination,"Abdullah Rahman, minister",0,4,Inf
United States,california,197402040004,Hostage Taking (Kidnapping),"Patricia Hearst, granddaughter",0,0,NA
United States,colorado,197402240005,Bombing/Explosion,elementary school,0,0,NA
United States,colorado,197403000001,Bombing/Explosion,University of Colorado police department,0,0,NA
United States,colorado,197403000002,Bombing/Explosion,"Boulder Courthouse in Boulder, Colorado",0,0,NA
United States,california,197403070002,Bombing/Explosion,storage tank,0,0,NA
United States,california,197403070003,Bombing/Explosion,"Dept. Health, Education, Welfare",0,0,NA
United States,oregon,197403070004,Bombing/Explosion,state office building,0,0,NA
United States,california,197403090001,Bombing/Explosion,service station,0,0,NA
United States,pennsylvania,197403210002,Bombing/Explosion,police department,0,0,NA
United States,california,197404010003,Armed Assault,"white Salvation Army cadets, Thomas Rainwater and Linda Story",1,1,1
United States,florida,197404130002,Assassination,"Jose de la Torriente, former minister of agriculture",0,1,Inf
United States,california,197404140001,Bombing/Explosion,Lebanese Consulate in Los Angeles,0,0,NA
United States,california,197404140003,Armed Assault,"white teenagers, Ward Anderson and Terry White",2,0,0
United States,california,197404150001,Armed Assault,Hibernia Branch Bank,0,0,NA
United States,california,197404160003,Armed Assault,"white man, Nelson T. Shields IV",0,1,Inf
United States,newyork,197404170001,Armed Assault,The Tombs City Jail,0,0,NA
United States,puertorico,197404220001,Bombing/Explosion,Argentine Consulate,0,0,NA
United States,maryland,197404240003,Bombing/Explosion,police vehicle,0,0,NA
United States,newyork,197405010003,Bombing/Explosion,"Airline, JFK Airport",2,0,0
United States,connecticut,197405030002,Armed Assault,Bank,1,0,0
United States,newyork,197405160001,Unarmed Assault,"Mohammed T Mehdi, head of the Action Committee on American-Arab Relations",1,0,0
United States,california,197405160003,Armed Assault,Sporting Goods Store,0,0,NA
United States,california,197405310002,Bombing/Explosion,"Office, California Attorney General",0,0,NA
United States,florida,197406050004,Bombing/Explosion,Haitian Naval Patrol *,0,0,NA
United States,california,197406110001,Armed Assault,"San Francisco Police Chief William Cann, who was giving a talk in attempts to better Latin-American and police relations in the community.",4,1,0.25
United States,newyork,197406110002,Facility/Infrastructure Attack,Soviet Residential Complex Construction site,0,0,NA
United States,newyork,197406120003,Facility/Infrastructure Attack,department store,0,0,NA
United States,newyork,197406120004,Facility/Infrastructure Attack,department store,0,0,NA
United States,newyork,197406120005,Facility/Infrastructure Attack,department store,0,0,NA
United States,pennsylvania,197406130001,Bombing/Explosion,Gulf Oil Offices,0,0,NA
United States,newyork,197406130003,Facility/Infrastructure Attack,department store,0,0,NA
United States,newyork,197406130004,Facility/Infrastructure Attack,department store,0,0,NA
United States,newyork,197406130005,Facility/Infrastructure Attack,department store,0,0,NA
United States,newyork,197406130006,Facility/Infrastructure Attack,department store,0,0,NA
United States,illinois,197406140002,Bombing/Explosion,store,0,0,NA
United States,districtofcolumbia,197406150002,Unarmed Assault,,0,0,NA
United States,districtofcolumbia,197407230004,Bombing/Explosion,French Military Mission,0,0,NA
United States,districtofcolumbia,197407250002,Facility/Infrastructure Attack,Embassy,0,0,NA
United States,puertorico,197407260001,Bombing/Explosion,Peruvian Consulate,0,0,NA
United States,california,197408050002,Bombing/Explosion,Insurance Co,0,0,NA
United States,puertorico,197408060003,Bombing/Explosion,Venezuelan Consulate,0,0,NA
United States,california,197408060004,Bombing/Explosion,Los Angeles International Airport,36,3,0.08333333333333333
United States,newyork,197408070002,Bombing/Explosion,U.N. Bldg,0,0,NA
United States,california,197408080003,Bombing/Explosion,Auto Agency,0,0,NA
United States,california,197408160001,Bombing/Explosion,Greyhound bus station in Los Angeles,0,0,NA
United States,newyork,197408310001,Bombing/Explosion,Lincoln Center Outdoor Amphitheater,0,0,NA
United States,california,197409030002,Bombing/Explosion,Dean Witter & Co offices,0,0,NA
United States,california,197409100001,Bombing/Explosion,Anaconda America Brass,0,0,NA
United States,newjersey,197409280001,Bombing/Explosion,Newark Police Headquarters,0,0,NA
United States,california,197410020003,Bombing/Explosion,Hotel (ITT owns),0,0,NA
United States,california,197410050006,Bombing/Explosion,Hotel (ITT owned),0,0,NA
United States,puertorico,197410080001,Bombing/Explosion,2 theatres,0,0,NA
United States,puertorico,197410090002,Bombing/Explosion,theatre,0,0,NA
United States,puertorico,197410090003,Bombing/Explosion,Mexican airlines office,0,0,NA
United States,newyork,197410260001,Bombing/Explosion,Chase Manhatten Branch Bank,0,0,NA
United States,newyork,197410260002,Bombing/Explosion,Continental Bank,0,0,NA
United States,newyork,197410260003,Bombing/Explosion,4 banks,0,0,NA
United States,puertorico,197410280001,Bombing/Explosion,"Iberia Airlines Office, Caribbean Towers Bldg",0,0,NA
United States,newyork,197410290005,Armed Assault,Palestine Liberation Organization,1,0,0
United States,california,197410300002,Bombing/Explosion,home- retired ITT official,0,0,NA
United States,districtofcolumbia,197411090003,Bombing/Explosion,"Pan Amer. Union Bldg, OAS HQ",0,0,NA
United States,districtofcolumbia,197411090005,Bombing/Explosion,Organization of American States Bldg,0,0,NA
United States,california,197411100005,Bombing/Explosion,UN Information Center Bookstore,0,0,NA
United States,puertorico,197412010003,Bombing/Explosion,Army reserve vehicles,0,0,NA
United States,puertorico,197412010004,Bombing/Explosion,Burger King restaurant,0,0,NA
United States,puertorico,197412010005,Bombing/Explosion,department store,0,0,NA
United States,puertorico,197412010006,Bombing/Explosion,ITT Offices,2,0,0
United States,puertorico,197412020003,Bombing/Explosion,water pipes which supply the Commonwealth Oil Refining Company and the Union Carbide Caribe Oil Refinery,0,0,NA
United States,florida,197412080002,Bombing/Explosion,"portable toilet near WFAB, Miami Florida",0,0,NA
United States,florida,197412080003,Bombing/Explosion,"parking lot, Miami Florida",0,0,NA
United States,florida,197412080004,Bombing/Explosion,"dump Truck, Miami Florida",0,0,NA
United States,newyork,197412110001,Bombing/Explosion,"unk, policeman",1,0,0
United States,florida,197412150004,Bombing/Explosion,Bahama Cruise Line Offices,0,0,NA
United States,florida,197412160006,Bombing/Explosion,Eastern Steamship Lines Office,0,0,NA
United States,california,197412190003,Bombing/Explosion,Bldg with Gen. Motors offices,0,0,NA
United States,puertorico,197412280001,Bombing/Explosion,"Maxim Gorky, Soviet Ship",2,0,0
United States,pennsylvania,197412290001,Assassination,"James H. Price, government informant in Hanafi murder case",0,1,Inf
United States,puertorico,197412310002,Bombing/Explosion,bank,0,0,NA
United States,puertorico,197412310003,Bombing/Explosion,supermarket,0,0,NA
United States,puertorico,197501110001,Bombing/Explosion,Mayaguez Restaurant,11,2,0.18181818181818182
United States,newyork,197501190002,Armed Assault,United Nations,0,0,NA
United States,newyork,197501240001,Bombing/Explosion,Faunces Tavern,53,4,0.07547169811320754
United States,california,197501250001,Bombing/Explosion,Federal building,0,0,NA
United States,districtofcolumbia,197501290001,Bombing/Explosion,State Dept Building,0,0,NA
United States,newyork,197502010002,Bombing/Explosion,Venuzuelan Consulate,0,0,NA
United States,california,197502030001,Bombing/Explosion,building with Gen Motors and Pacific Tel. co.,0,0,NA
United States,colorado,197502030002,Bombing/Explosion,Security and exchange Comm.,4,0,0
United States,california,197502040001,Bombing/Explosion,air force station,0,0,NA
United States,california,197502040002,Bombing/Explosion,Oakland Asphalt Co.,0,0,NA
United States,california,197502040003,Bombing/Explosion,Socialist Workers Party HQ,0,0,NA
United States,california,197502050002,Bombing/Explosion,Vulcan Foundry,0,0,NA
United States,california,197502060001,Bombing/Explosion,Television station,0,0,NA
United States,california,197502060002,Bombing/Explosion,Unidos Bookstore,0,0,NA
United States,newjersey,197502110004,Bombing/Explosion,store,0,0,NA
United States,florida,197502210008,Assassination,Politician Luciano Nieves,0,1,Inf
United States,puertorico,197502250003,Bombing/Explosion,"Office of Avianca airlines, San Juan, Puerto Rico",0,0,NA
United States,california,197502260002,Bombing/Explosion,"station KCET, radio",0,0,NA
United States,connecticut,197503020001,Bombing/Explosion,Sponge Rubber Products Company,0,0,NA
United States,california,197503100002,Bombing/Explosion,Safeway store,0,0,NA
United States,california,197503100003,Bombing/Explosion,Wells Fargo Bank,0,0,NA
United States,california,197503100004,Bombing/Explosion,Del Monte Foods Office,0,0,NA
United States,california,197503120001,Bombing/Explosion,"Transmission Line, Pacific Gas and Electric",0,0,NA
United States,california,197503200001,Bombing/Explosion,Electrical Transmission Tower,0,0,NA
United States,california,197503200002,Bombing/Explosion,Electrical Transmission Tower,0,0,NA
United States,california,197503200003,Bombing/Explosion,"Transmission Tower, Electric",0,0,NA
United States,california,197503200004,Bombing/Explosion,Electroncal transmission tower,0,0,NA
United States,california,197503200005,Bombing/Explosion,Electrical Transmission Tower,0,0,NA
United States,california,197503200006,Bombing/Explosion,Electrical Transmission Tower,0,0,NA
United States,newyork,197503240001,Facility/Infrastructure Attack,Colombian Consulate,0,0,NA
United States,california,197503270007,Bombing/Explosion,FBI Office,0,0,NA
United States,california,197503270008,Bombing/Explosion,Panama Govt Tourist Bureau,0,0,NA
United States,california,197503270009,Bombing/Explosion,Costa Rica Consulate,0,0,NA
United States,california,197503270010,Bombing/Explosion,Pacific Gas and Electric Utility station,0,0,NA
United States,california,197503290003,Bombing/Explosion,Pacific Gas and Electric Transformer Bank,0,0,NA
United States,florida,197503300002,Bombing/Explosion,L Magdelano,0,0,NA
United States,newyork,197504020001,Bombing/Explosion,Metropolitan Life Insurance Co.,0,0,NA
United States,newyork,197504020002,Bombing/Explosion,Bankers Trust Co.,2,0,0
United States,newyork,197504020003,Bombing/Explosion,Arcade Housing  a Trust Co.,0,0,NA
United States,newyork,197504020004,Bombing/Explosion,"Japanese Restaurant, hall between 2 restaurants",0,0,NA
United States,newyork,197504020005,Bombing/Explosion,New York LIfe Insurance Co,0,0,NA
United States,california,197504030004,Bombing/Explosion,Communist Party HQ,0,0,NA
United States,california,197504040003,Bombing/Explosion,Standard Oil of Calif. Bldg,0,0,NA
United States,california,197504050001,Bombing/Explosion,Iraqi Airlines Office,0,0,NA
United States,california,197504050006,Bombing/Explosion,Heron Travel and Tourist Office,0,0,NA
United States,california,197504080001,Bombing/Explosion,Pacific Gas & Electrical Substation,0,0,NA
